file_name,file_path,emotion,gender,actor_id,zcr_mean,spectral_centroid_mean,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mel_spectrogram_mean
03-01-01-01-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-01-01-01-01-01.wav,neutral,male,1,0.05047568044354839,7416.297747905874,0.661944,0.65347666,0.6185918,0.6136443,0.62883884,0.6176268,0.63029957,0.64117354,0.64398605,0.6239455,0.6338995,0.629672,-726.2172,68.54142,3.2933977,12.2053,5.5102777,13.667408,-2.9838283,3.0980291,-3.3108134,-1.5643841,-7.8616524,-2.1242816,2.849204,-2.6678066,0.9590202,1.6281663,-2.736689,0.2542411,2.6753771,-1.7611659,-1.8864743,-0.97562,-0.37943727,0.40027288,-3.0440438,-2.9012582,-0.10924793,-0.86356527,-3.3332694,-1.9784652,0.45708156,-1.3991096,-2.9268556,0.0139566725,-0.4907339,-0.57090557,0.040399294,-1.2072175,-1.5949817,-1.4364874,0.0029524222
03-01-01-01-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-01-01-01-02-01.wav,neutral,male,1,0.05290441543530351,7135.571471113649,0.6322878,0.657194,0.6288535,0.5925068,0.62354445,0.6293038,0.5982503,0.6024273,0.63810426,0.65010995,0.66327673,0.63895625,-719.1283,70.20157,1.168397,13.122543,7.83695,14.41129,-4.1113596,4.468973,-3.5393667,-3.6586075,-7.648504,-1.4770775,3.031821,-2.4618678,0.59473443,0.9784503,-2.8361642,0.07381544,1.759312,-2.0631857,-2.305628,-0.6622538,-0.94788116,0.49746612,-1.6925769,-3.471765,-0.26927552,-0.7767782,-4.091075,-1.2800431,0.27546003,-2.5214698,-2.9876728,0.409735,-0.4841843,-1.3983907,0.2552035,-0.98497844,-2.093061,-1.040791,0.0034163776
03-01-01-01-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-01-01-02-01-01.wav,neutral,male,1,0.04662688314332247,7239.2656482489965,0.6585758,0.65334284,0.63692373,0.63771445,0.62660265,0.595411,0.6069137,0.6114331,0.6347722,0.5868079,0.5789052,0.6124113,-714.9957,69.68935,3.9245636,11.92419,6.4217234,11.011614,-2.878103,4.5095577,-4.476109,-2.6715493,-7.4992843,-2.9622655,1.8734848,-2.912889,0.52569187,1.3727965,-2.364831,-2.0204957,1.6025527,-1.5617238,-3.7207894,-1.8949177,0.3738067,1.2185683,-2.7771025,-2.725419,-0.8127443,-0.50705564,-2.857712,-1.1507949,-0.0021191824,-0.90915155,-3.0459554,-0.3732941,-0.8491452,-0.9221047,-0.17031972,-1.1444225,-1.7256125,-1.4505605,0.004721242
03-01-01-01-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-01-01-02-02-01.wav,neutral,male,1,0.05383546560402685,7008.958169433834,0.6290957,0.60272986,0.58971983,0.5667398,0.63033044,0.6468604,0.6199747,0.61188465,0.6339446,0.5979602,0.6021102,0.619935,-710.9753,67.56488,5.7822404,13.230726,6.190845,12.628252,-1.6751692,5.6574936,-4.950634,-3.4775453,-7.416558,-1.937004,2.2715254,-0.6112553,0.17463192,1.3954357,-2.391466,-0.66533786,1.7429572,-0.49506834,-3.0143747,-0.97913355,0.534614,0.26846287,-2.3651774,-2.670341,-1.3975948,-0.043934163,-2.1590412,-1.5748215,-0.40380606,-1.3296506,-2.5134046,-0.19027607,-0.64594877,-0.5539186,0.45929855,-1.5800847,-1.6476823,-1.5095106,0.004341372
03-01-02-01-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-02-01-01-01-01.wav,calm,male,1,0.04592932275978916,6997.31180981541,0.5568814,0.5957135,0.6107088,0.59007627,0.60636187,0.62004566,0.59432924,0.5965316,0.61651057,0.6383654,0.6705919,0.60280323,-759.92175,75.78352,6.023605,14.557394,6.4541883,14.631508,-3.0045512,4.6209702,-5.200016,-0.7074301,-7.7902875,-3.5649488,2.18097,-1.8324066,-0.3502733,0.8292604,-2.523554,-0.6612524,2.9179914,-1.9391863,-3.0332396,-0.29330766,-0.24490705,-0.54066634,-2.9568315,-2.1041048,-1.4002061,-0.9253891,-3.722793,-1.9921647,0.206463,-2.1885815,-2.8355005,0.4637458,-1.0191673,-1.4114404,0.3504332,-1.5198916,-1.2501123,-0.6138516,0.0016235695
03-01-02-01-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-02-01-01-02-01.wav,calm,male,1,0.03303843842455621,6874.560406643111,0.60554147,0.60012,0.6158922,0.64683926,0.6694971,0.65347224,0.6718839,0.6592276,0.6611921,0.64973086,0.6541785,0.6409563,-735.0066,79.09305,8.141051,11.413549,5.174124,15.393283,-2.7520719,2.9645836,-5.388972,-1.6918324,-5.8528347,-4.0432878,3.0046408,-1.0366161,-0.06775643,0.08821325,-2.2095819,-1.455977,2.5682304,-1.5963124,-2.6786845,-1.4108759,0.11890587,-0.12726349,-2.8479033,-1.7715892,-1.8862904,-0.7911622,-3.215491,-2.1809144,0.2412327,-2.247445,-2.2200978,-0.24941187,-0.97588974,-0.9558535,-0.259044,-2.1528797,-1.9730748,-1.6481354,0.0017807577
03-01-02-01-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-02-01-02-01-01.wav,calm,male,1,0.045950382313829786,6853.974883221673,0.60739774,0.6206045,0.64020985,0.6402175,0.6329777,0.63051313,0.62089366,0.60888445,0.6202652,0.6091499,0.6396043,0.61728114,-733.5249,81.58986,4.8633575,14.423687,5.2676888,13.96856,-3.0856166,7.1732454,-4.8214383,-0.9674487,-6.2504735,-3.8666399,3.3255188,-1.6680715,1.9813906,0.96502507,-2.9701676,0.92509615,2.6618714,-2.686702,-4.0897026,-1.1427794,-0.04147617,0.6396042,-4.437098,-1.978665,-1.6683791,-0.1296159,-2.6481974,-1.7407794,-0.24314985,-1.4994991,-3.4421828,1.0794884,-1.8406905,-1.1412957,-0.54689205,-1.8944058,-1.67383,-0.97683465,0.00318644
03-01-02-01-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-02-01-02-02-01.wav,calm,male,1,0.04764336896088957,6798.674100010185,0.57746804,0.59149724,0.5926297,0.58491534,0.59550637,0.60679525,0.61696386,0.6304002,0.65943444,0.6362216,0.64725167,0.6064738,-728.363,82.324936,7.5005765,12.542465,6.7881255,14.805659,-2.9095802,6.9378386,-4.8443394,-1.8469235,-5.6877103,-3.6666536,2.2403512,-1.4234434,1.2192736,1.1254896,-2.7243207,0.41269553,2.779966,-1.6963866,-3.6588929,-0.6342616,-0.37053522,0.9723827,-4.102185,-2.8252192,-1.5755265,-0.5603832,-1.801743,-1.60203,-0.63597643,-0.9145216,-2.7520132,0.36075667,-1.9869834,-1.1664826,-0.4268781,-2.1698256,-1.7610772,-0.40719295,0.0037507103
03-01-02-02-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-02-02-01-01-01.wav,calm,male,1,0.03624225484913793,6773.71236908055,0.59278667,0.63465226,0.6349817,0.6419932,0.6791036,0.70021063,0.70741963,0.6710331,0.6184625,0.59635794,0.64816695,0.6251483,-771.62524,83.32755,9.759607,14.268048,6.201727,16.020977,-2.8468983,4.47025,-5.536262,0.87879485,-5.3482485,-3.029556,2.3405733,0.6652834,1.386622,-0.022842715,-2.4285932,0.2481955,2.2790198,-1.0718265,-0.17045932,-2.293886,0.008647524,2.5945902,-3.9040556,-2.8804717,-0.22999467,-0.6346879,-3.3271015,-1.5811126,0.1773048,-1.4821043,-1.4364227,0.69877565,-1.6221269,-0.73856694,-0.6342774,-1.8994279,-2.5306485,-2.0102646,0.0010930964
03-01-02-02-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-02-02-01-02-01.wav,calm,male,1,0.04488291638962766,6517.976565172378,0.58824354,0.58036184,0.583779,0.6103137,0.62083507,0.6410723,0.63753045,0.6368476,0.60104597,0.57123864,0.59415466,0.5983285,-733.9896,82.99157,3.7967932,13.411559,3.1084964,16.039553,-5.652945,5.5606713,-7.840987,-1.1772103,-5.7287865,-4.109694,3.882382,-1.043491,1.0040574,-1.4276097,-2.6036158,-0.43864208,1.8452337,-2.6793857,-1.4740663,-1.8256137,-0.25426906,1.7353023,-4.2389956,-2.1476486,-0.5318237,-0.10767618,-3.46728,-1.6796225,-0.39436316,-2.1952236,-2.358054,-0.2694986,-0.91077596,-0.97108686,-1.1833144,-2.2724657,-2.1504445,-2.1373334,0.001292266
03-01-02-02-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-02-02-02-01-01.wav,calm,male,1,0.05152541534810127,6340.198382246475,0.55511945,0.58259004,0.5471618,0.50180113,0.5378357,0.5478303,0.53476447,0.51634884,0.53460133,0.606444,0.6964284,0.6066613,-735.9587,83.71625,8.72074,16.973064,1.3004173,16.308208,-2.9989035,8.180385,-9.681773,1.4794084,-8.105539,-3.214418,3.27963,0.31779972,2.8170178,-0.3487214,-2.982336,1.2632202,1.0595355,-2.9681041,-2.5794728,-1.8215866,-1.6087784,0.5621385,-4.6880345,-3.7237337,-0.39201406,0.101669595,-3.5758028,-2.9248936,0.5133108,-1.1766058,-3.2791839,0.8971122,-1.970183,-1.8539388,-0.55244935,-2.60944,-2.007781,-1.0270189,0.0016099375
03-01-02-02-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-02-02-02-02-01.wav,calm,male,1,0.051087724401595744,6481.998136586812,0.5371653,0.61457133,0.62127465,0.5857705,0.59339607,0.6201683,0.626472,0.60773206,0.5730782,0.55632144,0.5807491,0.54424465,-724.8058,83.05965,0.8636632,13.715781,5.3935223,15.34207,-3.8907714,6.682707,-9.109154,-2.3108945,-7.557554,-2.6653073,4.4087005,0.14785637,1.0969509,-0.1248729,-4.1364384,-0.09255693,1.5357997,-1.9606643,-3.120945,-1.0665367,-0.7461589,2.244482,-4.4618015,-2.869207,-2.0471349,0.80569756,-3.4585023,-1.2835168,0.7801639,-1.3988305,-2.0538995,0.47394857,-1.0737795,-0.77955693,-1.4536699,-2.325875,-2.7308967,-2.0387223,0.002060876
03-01-03-01-01-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-01-01-01-01.wav,happy,male,1,0.05570150738113497,6697.877340105959,0.629206,0.6650143,0.61839163,0.6030719,0.64703554,0.6338997,0.58483374,0.5573304,0.54152113,0.5325644,0.5637213,0.5974056,-679.53876,78.69846,0.66773736,10.390019,5.20702,11.525229,-7.0435305,2.0349185,-6.769451,-3.4523165,-8.604058,-2.1430967,2.153603,-5.775893,-1.6065857,1.3426597,-3.685317,-2.2485826,2.962755,-2.2755644,-5.540474,-1.7210923,-1.0960617,-1.776108,-3.8315887,-2.84048,-0.4915698,-1.1081338,-4.480332,-1.8882798,-1.4461464,-2.3935592,-3.6692696,-0.4937051,-1.3198105,-3.2003286,-0.40073362,-2.3981786,-2.7368388,-1.246355,0.0095876325
03-01-03-01-01-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-01-01-02-01.wav,happy,male,1,0.039031046299846626,6308.368223553758,0.6143048,0.6220643,0.6054328,0.6092305,0.6297426,0.6402896,0.5934098,0.5677994,0.55254936,0.5408931,0.586514,0.6121885,-658.3063,78.063484,-0.78696334,10.139038,8.304726,12.286283,-4.8716974,0.52415836,-5.5969224,-3.2145643,-9.875024,-1.7062541,3.7575343,-5.973937,-0.33157274,2.978453,-3.0217645,-2.56812,3.6451254,-2.1180198,-5.375608,-2.0939782,1.6240494,-1.1843982,-3.4878762,-3.219388,-0.4266149,-1.2460378,-5.856864,-0.6302452,-0.46622047,-1.657794,-2.3192804,-1.458005,-1.3490729,-3.2940538,-0.007916176,-1.3784134,-3.117127,-0.79918444,0.012705269
03-01-03-01-02-01-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-01-02-01-01.wav,happy,male,1,0.048661932887801206,6667.926847169117,0.5779185,0.60796,0.58978105,0.53087926,0.5388465,0.55443984,0.5462579,0.57735837,0.5845115,0.5666246,0.61195326,0.5957163,-693.60925,77.67328,2.3561034,12.037886,5.272909,9.537619,-5.2778487,3.814017,-8.2640085,-3.2064867,-11.793282,-2.4545708,4.334239,-4.883298,-2.1284637,2.0463533,-3.129044,-1.5454043,3.1501718,-3.032046,-4.2286024,-1.6262956,-0.13141288,-2.0115032,-4.5329547,-2.124431,-2.6634705,-0.58327806,-3.9130845,-2.240809,-0.5822532,-1.6909922,-3.7925253,0.030992048,-0.82077825,-2.3679042,-0.67349875,-2.0501904,-2.426102,-1.1997957,0.007693968
03-01-03-01-02-02-01.wav,D:\Pipeline_Audio_IT5425\ravdess-emotional-speech-audio\Actor_01\03-01-03-01-02-02-01.wav,happy,male,1,0.05662799703663793,6596.172435081965,0.60330456,0.5851602,0.62420595,0.59043795,0.5403167,0.54822665,0.5503443,0.5214954,0.54316777,0.5341126,0.5748953,0.64202726,-683.93146,74.13294,1.0578562,17.886679,6.339445,11.593822,-5.891603,6.8250275,-6.5876675,-1.8747079,-10.63755,-2.1259463,2.790956,-3.7434032,0.072477736,2.1894686,-2.9835167,-1.3212404,3.2872798,-3.3843741,-4.5398107,-1.5245887,-0.5493213,-1.0891924,-4.567564,-1.8470112,-2.226486,-0.41840056,-3.8095338,-2.6951325,0.022677498,-1.1722951,-4.3156266,-0.296298,-1.479871,-2.2765546,-0.5102119,-2.18103,-2.1710746,-1.2014514,0.0064403852
